LFCP | PONS AVY | -0.515 | 45.57 | aéro ouvert CAP | non | oui
LFSV | PONT SAINT VINCENT | 6.04973 | 48.6 | aéro restreint | non | non
LFGO | PONT SUR YONNE | 3.25082 | 48.2905 | aéro ouvert CAP | non | oui
LFSP | PONTARLIER | 6.32997 | 46.9094 | aéro ouvert CAP | limite | automat total 
LFED | PONTIVY | -2.92248 | 48.0577 | aéro ouvert CAP | non | non
LFPT | PONTOISE CORMEILLES EN VEXIN | 2.04083 | 49.0966 | aéro ouvert CAP | limite | oui
LFEP | POUILLY MACONGE | 4.5611 | 47.2214 | aéro restreint | non | non
LFKO | PROPRIANO | 8.89498 | 41.6613 | aéro ouvert CAP | non | automat 
LFTP | PUIMOISSON | 6.16278 | 43.8689 | aéro restreint | non | non
LFNW | PUIVERT | 2.0561 | 42.9114 | aéro restreint | non | non
LFEQ | QUIBERON | -3.09998 | 47.4822 | aéro ouvert CAP | non | automat total 
LFRQ | QUIMPER PLUGUFFAN | -4.16777 | 47.975 | aéro ouvert CAP | pcl | oui
LFER | REDON BAINS SUR OUST | -2.03665 | 47.6994 | aéro ouvert CAP | non | non
LFQA | REIMS PRUNAY | 4.15665 | 49.2086 | aéro ouvert CAP | pcl | automat 
LFRN | RENNES SAINT JACQUES | -1.73222 | 48.072 | aéro ouvert CAP | oui | automat 
LFAP | RETHEL PERTHES | 4.36472 | 49.4819 | aéro restreint | non | non
LFIR | REVEL MONTGEY | 1.97998 | 43.4813 | aéro restreint | limite | non
LFIK | RIBERAC-TOURETTE | 0.266933 | 45.2403 | aéro restreint | non | non
LFIL | RION DES LANDES | -0.949167 | 43.9158 | aéro restreint | non | non
LFLO | ROANNE RENAISON | 3.99972 | 46.0528 | aéro ouvert CAP | pcl | oui
LFDN | ROCHEFORT CHARENTE MARITIME | -0.9825 | 45.8894 | aéro ouvert CAP | pcl | oui
LFCR | RODEZ AVEYRON | 2.48332 | 44.4075 | aéro ouvert CAP | pcl | automat total 
LFHE | ROMANS SAINT PAUL | 5.10333 | 45.0661 | aéro ouvert CAP | non | oui
LFYR | ROMORANTIN PRUNIERS | 1.68888 | 47.3208 | aéro ouvert CAP | non | automat total 
LFOP | ROUEN VALLEE DE SEINE | 1.18388 | 49.3909 | aéro ouvert CAP | pcl | oui
LFCY | ROYAN MEDIS | -0.97555 | 45.6311 | aéro ouvert CAP | pcl | automat total 
LFHF | RUOMS | 4.33388 | 44.4453 | aéro restreint | non | non
LFIF | SAINT AFFRIQUE BELMONT | 2.7486 | 43.8242 | aéro restreint | non | oui
LFFD | SAINT ANDRE DE L'EURE | 1.25055 | 48.8986 | aéro restreint | non | automat total 
LFRT | SAINT BRIEUC ARMOR | -2.85665 | 48.5375 | aéro ouvert CAP | pcl | automat total 
LFHG | SAINT CHAMOND L'HORME | 4.53555 | 45.4931 | aéro ouvert CAP | non | oui
LFPZ | SAINT CYR L'ECOLE | 2.07472 | 48.8113 | aéro ouvert CAP | non | oui
LFGY | SAINT DIE REMOMEIX | 7.00858 | 48.2672 | aéro ouvert CAP | non | automat total 
LFMH | SAINT ETIENNE BOUTHEON | 4.29722 | 45.5341 | aéro ouvert CAP | pcl | automat total 
LFGP | SAINT FLORENTIN CHEU | 3.77833 | 47.9822 | aéro ouvert CAP | non | oui
LFHQ | SAINT FLOUR COLTINES | 2.9925 | 45.075 | aéro ouvert CAP | non | oui
LFKM | SAINT GALMIER | 4.30583 | 45.6072 | aéro restreint | non | non
LFIM | SAINT GAUDENS MONTREJEAU | 0.620267 | 43.1086 | aéro ouvert CAP | non | oui
LFCG | SAINT GIRONS ANTICHAN | 1.10443 | 43.0089 | aéro ouvert CAP | non | oui
LFIS | SAINT INGLEVERT LES DEUX CAPS | 1.73333 | 50.8762 | aéro ouvert CAP | non | non
LFIY | SAINT JEAN D'ANGELY SAINT DENIS DU PIN | -0.525267 | 45.9664 | aéro ouvert CAP | non | non
LFKH | SAINT JEAN D'AVELANNE | 5.68055 | 45.5167 | aéro restreint | non | non
LFKE | SAINT JEAN EN ROYANS | 5.31 | 45.0278 | aéro restreint | non | oui
LFBJ | SAINT JUNIEN | 0.919983 | 45.9033 | aéro ouvert CAP | non | non
LFNL | SAINT MARTIN DE LONDRES | 3.7825 | 43.8008 | aéro restreint | non | non
LFRZ | SAINT NAZAIRE MONTOIR | -2.15665 | 47.3105 | aéro ouvert CAP | oui | oui
LFQN | SAINT OMER WIZERNES | 2.23583 | 50.7294 | aéro ouvert CAP | non | oui
LFDP | SAINT PIERRE D'OLERON | -1.3161 | 45.9592 | aéro ouvert CAP | non | automat total 
LFOW | SAINT QUENTIN ROUPY | 3.20667 | 49.8169 | aéro ouvert CAP | limite | oui
LFLR | SAINT RAMBERT D'ALBON | 4.82583 | 45.2561 | aéro ouvert CAP | non | oui
LFOS | SAINT VALERY VITTEFLEUR | 0.654983 | 49.8361 | aéro ouvert CAP | non | oui
LFLN | SAINT YAN | 4.0211 | 46.4064 | aéro ouvert CAP | pcl | oui
LFDF | SAINTE FOY LA GRANDE | 0.176667 | 44.8536 | aéro ouvert CAP | non | oui
LFYS | SAINTE LEOCADIE | 2.01027 | 42.4466 | aéro ouvert CAP | non | oui
LFXB | SAINTES THENAC | -0.6361 | 45.7019 | aéro ouvert CAP | non | oui
LFHZ | SALLANCHES MONT BLANC | 6.63913 | 45.9539 | aéro restreint | non | non
LFNE | SALON EYGUIERES | 5.0136 | 43.6583 | aéro ouvert CAP | non | oui
LFDS | SARLAT DOMME | 1.24472 | 44.7933 | aéro ouvert CAP | non | automat total 
LFQU | SARRE UNION | 7.0778 | 48.9514 | aéro restreint | non | non
LFGT | SARREBOURG BUHL | 7.07945 | 48.7189 | aéro ouvert CAP | non | non
LFGU | SARREGUEMINES NEUNKIRCH | 7.10833 | 49.128 | aéro ouvert CAP | non | oui
LFEW | SAULIEU LIERNAIS | 4.26582 | 47.2394 | aéro ouvert CAP | non | oui
LFOD | SAUMUR SAINT FLORENT | -0.1136 | 47.2566 | aéro ouvert CAP | non | oui
LFQY | SAVERNE STEINBOURG | 7.42638 | 48.7542 | aéro restreint | non | non
LFSJ | SEDAN DOUZY | 5.03777 | 49.6597 | aéro ouvert CAP | non | oui
LFGQ | SEMUR EN AUXOIS | 4.34415 | 47.4819 | aéro ouvert CAP | oui | oui
LFTM | SERRES LA BATIE MONTSALEON | 5.72833 | 44.4583 | aéro restreint | non | non
LFFZ | SEZANNE SAINT REMY | 3.76415 | 48.7106 | aéro ouvert CAP | non | oui
LFNS | SISTERON VAUMEILH | 5.93028 | 44.2875 | aéro restreint | non | non
LFJS | SOISSONS COURMELLES | 3.28415 | 49.3458 | aéro ouvert CAP | non | oui
LFKD | SOLLIERES SARDIERES | 6.8014 | 45.2564 | aéro restreint | non | non
LFDK | SOULAC SUR MER | -1.08222 | 45.495 | aéro ouvert CAP | non | oui
LFST | STRASBOURG ENTZHEIM | 7.63277 | 48.5406 | aéro ouvert CAP | oui | oui
LFGC | STRASBOURG NEUHOF | 7.77807 | 48.5544 | aéro ouvert CAP | non | oui
LFDT | TARBES LALOUBERE | 0.0786 | 43.2161 | aéro ouvert CAP | non | automat total 
LFBT | TARBES LOURDES PYRENEES | -0.00276667 | 43.1855 | aéro ouvert CAP | oui | automat
LFCT | THOUARS | -0.152767 | 46.962 | aéro ouvert CAP | non | oui
LFET | TIL CHATEL | 5.21193 | 47.5475 | aéro ouvert CAP | non | oui
LFBO | TOULOUSE BLAGNAC | 1.36777 | 43.635 | aéro ouvert CAP | oui | non
LFIT | TOULOUSE BOURG SAINT BERNARD | 1.72527 | 43.6122 | aéro restreint | non | non
LFBF | TOULOUSE FRANCAZAL | 1.35722 | 43.5489 | aéro militaire fermé CAP | limite | oui
LFCL | TOULOUSE LASBORDES | 1.49972 | 43.5889 | aéro ouvert CAP | non | automat total 
LFFX | TOURNUS CUISERY | 4.97665 | 46.5628 | aéro restreint | non | non
LFJT | TOURS LE LOUROUX | 0.712767 | 47.15 | aéro restreint | non | non
LFEN | TOURS SORIGNY | 0.7011 | 47.2675 | aéro ouvert CAP | non | oui
LFOT | TOURS VAL DE LOIRE | 0.72305 | 47.432 | aéro ouvert CAP | oui | oui
LFPN | TOUSSUS LE NOBLE | 2.1111 | 48.7497 | aéro ouvert CAP | pcl | oui
LFQB | TROYES BARBEREY | 4.01667 | 48.3216 | aéro ouvert CAP | pcl | automat
LFCU | USSEL THALAMY | 2.42555 | 45.537 | aéro ouvert CAP | non | oui
LFNU | UZES | 4.39527 | 44.0847 | aéro restreint | non | non
LFLU | VALENCE CHABEUIL | 4.9686 | 44.9155 | aéro ouvert CAP | pcl | oui
LFAV | VALENCIENNES DENAIN | 3.46555 | 50.3247 | aéro ouvert CAP | pcl | oui
LFNV | VALREAS VISAN | 4.90805 | 44.337 | aéro ouvert CAP | non | oui
LFRV | VANNES MEUCON | -2.72332 | 47.7192 | aéro ouvert CAP | pcl | automat total 
LFAU | VAUVILLE | -1.82917 | 49.6242 | aéro restreint | non | non
LFIV | VENDAYS MONTALIVET | -1.11583 | 45.3805 | aéro restreint | non | non
LFGW | VERDUN SOMMEDIEUE | 5.47083 | 49.1223 | aéro ouvert CAP | non | automat total 
LFQW | VESOUL FROTEY | 6.2053 | 47.6394 | aéro ouvert CAP | pcl | oui
LFHH | VIENNE REVENTIN | 4.82943 | 45.4641 | aéro ouvert CAP | non | oui
LFFV | VIERZON MEREAU | 2.06665 | 47.1947 | aéro restreint | non | non
LFCV | VILLEFRANCHE DE ROUERGUE | 2.02805 | 44.37 | aéro ouvert CAP | non | oui
LFHV | VILLEFRANCHE TARARE | 4.63498 | 45.92 | aéro ouvert CAP | pcl | automat
LFCW | VILLENEUVE SUR LOT | 0.7611 | 44.4003 | aéro ouvert CAP | non | automat total 
LFAW | VILLERUPT | 5.89057 | 49.4113 | aéro restreint | non | non
LFNF | VINON | 5.78417 | 43.7377 | aéro ouvert CAP | non | oui
LFQS | VITRY EN ARTOIS | 2.99332 | 50.3383 | aéro ouvert CAP | non | non
LFSK | VITRY LE FRANCOIS VAUCLERC | 4.68443 | 48.7034 | aéro ouvert CAP | non | non
LFYV | YVETOT-BAONS LE COMTE | 0.726167 | 49.6365 | aéro restreint | non | non
